,video,face,chunk,cluster
896,jedufjsqzl.mp4,/kaggle/working/faces/jedufjsqzl.jpg,35,55
897,ifrlhqmmzx.mp4,/kaggle/working/faces/ifrlhqmmzx.jpg,35,55
898,ytqhdzqdjd.mp4,/kaggle/working/faces/ytqhdzqdjd.jpg,35,55
899,vlonzebjqp.mp4,/kaggle/working/faces/vlonzebjqp.jpg,35,55
900,enkselqiwh.mp4,/kaggle/working/faces/enkselqiwh.jpg,35,55
901,pyoocmexws.mp4,/kaggle/working/faces/pyoocmexws.jpg,35,56
902,ciigqisggi.mp4,/kaggle/working/faces/ciigqisggi.jpg,35,57
903,jdarnrszrw.mp4,/kaggle/working/faces/jdarnrszrw.jpg,35,55
904,dnhijyqzac.mp4,/kaggle/working/faces/dnhijyqzac.jpg,35,4
905,gpwjtjnhqx.mp4,/kaggle/working/faces/gpwjtjnhqx.jpg,35,55
906,pvhoqxcwjn.mp4,/kaggle/working/faces/pvhoqxcwjn.jpg,35,55
907,axgzydgksr.mp4,/kaggle/working/faces/axgzydgksr.jpg,35,58
908,bpktkblxjg.mp4,/kaggle/working/faces/bpktkblxjg.jpg,35,55
909,fongivuyxd.mp4,/kaggle/working/faces/fongivuyxd.jpg,35,55
910,ahmtarbkeg.mp4,/kaggle/working/faces/ahmtarbkeg.jpg,35,55
911,qdcvosbeul.mp4,/kaggle/working/faces/qdcvosbeul.jpg,35,55
912,caknjehogz.mp4,/kaggle/working/faces/caknjehogz.jpg,35,55
913,iukwdhtsut.mp4,/kaggle/working/faces/iukwdhtsut.jpg,35,55
914,fpqvnzqqls.mp4,/kaggle/working/faces/fpqvnzqqls.jpg,35,56
915,ddmwhccwzc.mp4,/kaggle/working/faces/ddmwhccwzc.jpg,35,55
916,tfddwvpqxx.mp4,/kaggle/working/faces/tfddwvpqxx.jpg,35,55
917,yrgnvwinlk.mp4,/kaggle/working/faces/yrgnvwinlk.jpg,35,55
918,yhpetxxwaj.mp4,/kaggle/working/faces/yhpetxxwaj.jpg,35,55
919,hcitzdxjsy.mp4,/kaggle/working/faces/hcitzdxjsy.jpg,35,59
920,voosmazlpk.mp4,/kaggle/working/faces/voosmazlpk.jpg,35,59
921,kizqsjddwf.mp4,/kaggle/working/faces/kizqsjddwf.jpg,35,59
922,ytuyccfpuv.mp4,/kaggle/working/faces/ytuyccfpuv.jpg,35,59
923,kvqtesbopd.mp4,/kaggle/working/faces/kvqtesbopd.jpg,35,59
924,luifdbezkk.mp4,/kaggle/working/faces/luifdbezkk.jpg,35,59
925,fhkecjxtim.mp4,/kaggle/working/faces/fhkecjxtim.jpg,35,59
926,iuhvgoxmai.mp4,/kaggle/working/faces/iuhvgoxmai.jpg,35,59
927,hdfogbjqxm.mp4,/kaggle/working/faces/hdfogbjqxm.jpg,35,59
928,ettgpcicqn.mp4,/kaggle/working/faces/ettgpcicqn.jpg,35,59
929,rycdbymefh.mp4,/kaggle/working/faces/rycdbymefh.jpg,35,59
930,hkiapcszqi.mp4,/kaggle/working/faces/hkiapcszqi.jpg,35,59
931,whpccifotw.mp4,/kaggle/working/faces/whpccifotw.jpg,35,59
932,whcuavdzbo.mp4,/kaggle/working/faces/whcuavdzbo.jpg,35,59
933,icmikfktcb.mp4,/kaggle/working/faces/icmikfktcb.jpg,35,59
934,jpqqlzshti.mp4,/kaggle/working/faces/jpqqlzshti.jpg,35,59
935,brodhrtljb.mp4,/kaggle/working/faces/brodhrtljb.jpg,35,59
936,qpkxpzfhei.mp4,/kaggle/working/faces/qpkxpzfhei.jpg,35,59
937,btlpuzghpr.mp4,/kaggle/working/faces/btlpuzghpr.jpg,35,59
938,ewomeimiqz.mp4,/kaggle/working/faces/ewomeimiqz.jpg,35,59
939,dgxnlutmcl.mp4,/kaggle/working/faces/dgxnlutmcl.jpg,35,59
940,wevghdmqfm.mp4,/kaggle/working/faces/wevghdmqfm.jpg,35,59
941,alkrmvtqvy.mp4,/kaggle/working/faces/alkrmvtqvy.jpg,35,59
942,pyzlhybrth.mp4,/kaggle/working/faces/pyzlhybrth.jpg,35,59
943,nfnhahkawa.mp4,/kaggle/working/faces/nfnhahkawa.jpg,35,59
944,deglzarhyx.mp4,/kaggle/working/faces/deglzarhyx.jpg,35,59
945,kyxfjuzlcq.mp4,/kaggle/working/faces/kyxfjuzlcq.jpg,35,59
946,hensjerwnl.mp4,/kaggle/working/faces/hensjerwnl.jpg,35,59
947,qnopoljjrl.mp4,/kaggle/working/faces/qnopoljjrl.jpg,35,59
948,qybrkcdjyj.mp4,/kaggle/working/faces/qybrkcdjyj.jpg,35,59
949,waalpeyrtv.mp4,/kaggle/working/faces/waalpeyrtv.jpg,35,59
950,odayafewew.mp4,/kaggle/working/faces/odayafewew.jpg,35,59
951,jmtcuherzv.mp4,/kaggle/working/faces/jmtcuherzv.jpg,35,59
952,aydxtmgdge.mp4,/kaggle/working/faces/aydxtmgdge.jpg,35,59
953,chztitsylg.mp4,/kaggle/working/faces/chztitsylg.jpg,35,59
954,dkozrbjxgo.mp4,/kaggle/working/faces/dkozrbjxgo.jpg,35,59
955,mkxzudujpi.mp4,/kaggle/working/faces/mkxzudujpi.jpg,35,59
956,atynlqfnoa.mp4,/kaggle/working/faces/atynlqfnoa.jpg,35,59
957,cikzzjbxzy.mp4,/kaggle/working/faces/cikzzjbxzy.jpg,35,59
958,qmlfzgampj.mp4,/kaggle/working/faces/qmlfzgampj.jpg,35,59
959,afcfvexdoj.mp4,/kaggle/working/faces/afcfvexdoj.jpg,35,59
960,xuwnqxoxju.mp4,/kaggle/working/faces/xuwnqxoxju.jpg,35,59
961,bbbatqblyk.mp4,/kaggle/working/faces/bbbatqblyk.jpg,35,59
962,jlyvkuefwd.mp4,/kaggle/working/faces/jlyvkuefwd.jpg,35,59
963,bfgkbvemcr.mp4,/kaggle/working/faces/bfgkbvemcr.jpg,35,59
964,nvbtetbpom.mp4,/kaggle/working/faces/nvbtetbpom.jpg,35,59
965,xfusijsgsl.mp4,/kaggle/working/faces/xfusijsgsl.jpg,35,59
966,vfdgnprlqz.mp4,/kaggle/working/faces/vfdgnprlqz.jpg,35,59
967,qtrhucxfaj.mp4,/kaggle/working/faces/qtrhucxfaj.jpg,35,59
968,kyikoqijlt.mp4,/kaggle/working/faces/kyikoqijlt.jpg,35,59
969,wqdksrwolx.mp4,/kaggle/working/faces/wqdksrwolx.jpg,35,59
970,pivnbjtoti.mp4,/kaggle/working/faces/pivnbjtoti.jpg,35,59
971,sgzdjbfdzz.mp4,/kaggle/working/faces/sgzdjbfdzz.jpg,35,59
972,vaquxsivgy.mp4,/kaggle/working/faces/vaquxsivgy.jpg,35,59
973,nfsppextfd.mp4,/kaggle/working/faces/nfsppextfd.jpg,35,59
974,bpzxuaoqyt.mp4,/kaggle/working/faces/bpzxuaoqyt.jpg,35,59
975,jptmcbyjop.mp4,/kaggle/working/faces/jptmcbyjop.jpg,35,60
976,xxpxvgbysd.mp4,/kaggle/working/faces/xxpxvgbysd.jpg,35,60
977,jnqkzajabc.mp4,/kaggle/working/faces/jnqkzajabc.jpg,35,60
978,edflgfgttc.mp4,/kaggle/working/faces/edflgfgttc.jpg,35,60
979,acrfgqyqom.mp4,/kaggle/working/faces/acrfgqyqom.jpg,35,60
980,rrdiwonvyq.mp4,/kaggle/working/faces/rrdiwonvyq.jpg,35,60
981,pmvizltcdl.mp4,/kaggle/working/faces/pmvizltcdl.jpg,35,60
982,nrujcvxszu.mp4,/kaggle/working/faces/nrujcvxszu.jpg,35,60
983,phwyicbucn.mp4,/kaggle/working/faces/phwyicbucn.jpg,35,60
984,rzdkwvmibs.mp4,/kaggle/working/faces/rzdkwvmibs.jpg,35,60
985,tflwinehym.mp4,/kaggle/working/faces/tflwinehym.jpg,35,60
986,utgbmipcmp.mp4,/kaggle/working/faces/utgbmipcmp.jpg,35,60
987,hhzcnhwahb.mp4,/kaggle/working/faces/hhzcnhwahb.jpg,35,60
988,xoitmjpmdi.mp4,/kaggle/working/faces/xoitmjpmdi.jpg,35,60
989,gwmnzgwapx.mp4,/kaggle/working/faces/gwmnzgwapx.jpg,35,60
990,drfjrlqbhj.mp4,/kaggle/working/faces/drfjrlqbhj.jpg,35,60
991,pgutuxhmdu.mp4,/kaggle/working/faces/pgutuxhmdu.jpg,36,61
992,ipujpicjxw.mp4,/kaggle/working/faces/ipujpicjxw.jpg,36,61
993,pogqgrvodn.mp4,/kaggle/working/faces/pogqgrvodn.jpg,36,61
994,fncypiszkf.mp4,/kaggle/working/faces/fncypiszkf.jpg,36,61
995,kdnvfpobng.mp4,/kaggle/working/faces/kdnvfpobng.jpg,36,61
996,zcswqkeiaq.mp4,/kaggle/working/faces/zcswqkeiaq.jpg,36,61
997,cxzdbwctfx.mp4,/kaggle/working/faces/cxzdbwctfx.jpg,36,61
998,ofullbozco.mp4,/kaggle/working/faces/ofullbozco.jpg,36,61
999,rzxslqqecc.mp4,/kaggle/working/faces/rzxslqqecc.jpg,36,61
1000,xbbmlygnof.mp4,/kaggle/working/faces/xbbmlygnof.jpg,36,61
1001,ioawppxuxf.mp4,/kaggle/working/faces/ioawppxuxf.jpg,36,61
1002,ucputfupah.mp4,/kaggle/working/faces/ucputfupah.jpg,36,61
1003,finajvgncq.mp4,/kaggle/working/faces/finajvgncq.jpg,36,61
1004,khaeuyycza.mp4,/kaggle/working/faces/khaeuyycza.jpg,36,61
1005,nmlovqouaz.mp4,/kaggle/working/faces/nmlovqouaz.jpg,36,61
1006,fkyhglxxlk.mp4,/kaggle/working/faces/fkyhglxxlk.jpg,36,61
1007,uvhxgaoieh.mp4,/kaggle/working/faces/uvhxgaoieh.jpg,36,61
1008,rwoelhvtma.mp4,/kaggle/working/faces/rwoelhvtma.jpg,36,61
1009,ghocibrroi.mp4,/kaggle/working/faces/ghocibrroi.jpg,36,61
1010,trcmcqzilk.mp4,/kaggle/working/faces/trcmcqzilk.jpg,36,61
1011,idswtwyaat.mp4,/kaggle/working/faces/idswtwyaat.jpg,36,61
1012,dzpychqarm.mp4,/kaggle/working/faces/dzpychqarm.jpg,36,61
1013,xfihhsgkqx.mp4,/kaggle/working/faces/xfihhsgkqx.jpg,36,61
1014,gtbulzataa.mp4,/kaggle/working/faces/gtbulzataa.jpg,36,61
1015,xalmvegccm.mp4,/kaggle/working/faces/xalmvegccm.jpg,36,61
1016,nhdwrthria.mp4,/kaggle/working/faces/nhdwrthria.jpg,36,61
1017,nemehpslrc.mp4,/kaggle/working/faces/nemehpslrc.jpg,36,61
1018,uqkbctetpi.mp4,/kaggle/working/faces/uqkbctetpi.jpg,36,61
1019,rkqzmjzzsg.mp4,/kaggle/working/faces/rkqzmjzzsg.jpg,36,61
1020,jodmpxamjm.mp4,/kaggle/working/faces/jodmpxamjm.jpg,36,61
1021,lpoyrzlnnd.mp4,/kaggle/working/faces/lpoyrzlnnd.jpg,36,61
1022,turhmezheg.mp4,/kaggle/working/faces/turhmezheg.jpg,36,61
1023,ljeqmqyttf.mp4,/kaggle/working/faces/ljeqmqyttf.jpg,36,61
1024,ejihiqyvtf.mp4,/kaggle/working/faces/ejihiqyvtf.jpg,36,61
1025,ndvgjdyvvg.mp4,/kaggle/working/faces/ndvgjdyvvg.jpg,36,61
1026,tgobqutmvi.mp4,/kaggle/working/faces/tgobqutmvi.jpg,36,61
1027,luvxqrqcze.mp4,/kaggle/working/faces/luvxqrqcze.jpg,36,61
1028,zevzoxnqlb.mp4,/kaggle/working/faces/zevzoxnqlb.jpg,36,61
1029,dpfdxyzenz.mp4,/kaggle/working/faces/dpfdxyzenz.jpg,36,61
1030,syeabhanwc.mp4,/kaggle/working/faces/syeabhanwc.jpg,36,61
1031,lraonebekp.mp4,/kaggle/working/faces/lraonebekp.jpg,36,61
1032,linnmxvibu.mp4,/kaggle/working/faces/linnmxvibu.jpg,36,61
1033,frehtgxiln.mp4,/kaggle/working/faces/frehtgxiln.jpg,36,61
1034,qyfkgwbubi.mp4,/kaggle/working/faces/qyfkgwbubi.jpg,36,61
1035,nqibmvlhsu.mp4,/kaggle/working/faces/nqibmvlhsu.jpg,36,61
1036,zegionsphz.mp4,/kaggle/working/faces/zegionsphz.jpg,36,61
1037,qpjuficohz.mp4,/kaggle/working/faces/qpjuficohz.jpg,36,61
1038,jivwoiqeyj.mp4,/kaggle/working/faces/jivwoiqeyj.jpg,36,61
1039,pbduywizte.mp4,/kaggle/working/faces/pbduywizte.jpg,36,61
1040,dagcolpmki.mp4,/kaggle/working/faces/dagcolpmki.jpg,36,61
1041,apfdcxttpz.mp4,/kaggle/working/faces/apfdcxttpz.jpg,36,61
1042,townkrjaub.mp4,/kaggle/working/faces/townkrjaub.jpg,36,61
1043,djbimbpwbg.mp4,/kaggle/working/faces/djbimbpwbg.jpg,36,61
1044,yeqqlbhgze.mp4,/kaggle/working/faces/yeqqlbhgze.jpg,36,61
1045,mzeagufruq.mp4,/kaggle/working/faces/mzeagufruq.jpg,36,61
1046,dmtjqgbezd.mp4,/kaggle/working/faces/dmtjqgbezd.jpg,36,61
1047,fyxtkgmbup.mp4,/kaggle/working/faces/fyxtkgmbup.jpg,36,61
1048,emiyuzydgw.mp4,/kaggle/working/faces/emiyuzydgw.jpg,36,61
1049,yxsettcask.mp4,/kaggle/working/faces/yxsettcask.jpg,36,61
1050,jshdgdhbek.mp4,/kaggle/working/faces/jshdgdhbek.jpg,36,61
1051,tchonhsifc.mp4,/kaggle/working/faces/tchonhsifc.jpg,36,61
1052,rjvvqnyetx.mp4,/kaggle/working/faces/rjvvqnyetx.jpg,36,61
1053,pevufxnibs.mp4,/kaggle/working/faces/pevufxnibs.jpg,36,61
1054,ardfibzljb.mp4,/kaggle/working/faces/ardfibzljb.jpg,36,61
1055,hfxmqrzdrp.mp4,/kaggle/working/faces/hfxmqrzdrp.jpg,36,61
1056,vdevvrpqdk.mp4,/kaggle/working/faces/vdevvrpqdk.jpg,36,61
1057,jnohxdgsjl.mp4,/kaggle/working/faces/jnohxdgsjl.jpg,36,62
1058,mafvibesfg.mp4,/kaggle/working/faces/mafvibesfg.jpg,36,63
1059,bkahsatkrs.mp4,/kaggle/working/faces/bkahsatkrs.jpg,36,63
1060,zgyhttfzoz.mp4,/kaggle/working/faces/zgyhttfzoz.jpg,36,63
1061,yfeppvfnbd.mp4,/kaggle/working/faces/yfeppvfnbd.jpg,36,64
1062,dnlghyhgfj.mp4,/kaggle/working/faces/dnlghyhgfj.jpg,36,62
1063,aqhlpyacll.mp4,/kaggle/working/faces/aqhlpyacll.jpg,36,65
1064,titljuwzlf.mp4,/kaggle/working/faces/titljuwzlf.jpg,36,63
1065,urqtyxbwce.mp4,/kaggle/working/faces/urqtyxbwce.jpg,36,62
1066,nvzuvfktkn.mp4,/kaggle/working/faces/nvzuvfktkn.jpg,36,63
1067,vftavpyqby.mp4,/kaggle/working/faces/vftavpyqby.jpg,36,66
1068,vihlzjrfel.mp4,/kaggle/working/faces/vihlzjrfel.jpg,36,63
1069,yuzdamakoa.mp4,/kaggle/working/faces/yuzdamakoa.jpg,36,67
1070,wbegnddgks.mp4,/kaggle/working/faces/wbegnddgks.jpg,36,66
1071,lnpakizjpy.mp4,/kaggle/working/faces/lnpakizjpy.jpg,36,66
1072,omouxcqajy.mp4,/kaggle/working/faces/omouxcqajy.jpg,36,62
1073,vmmqqnktlt.mp4,/kaggle/working/faces/vmmqqnktlt.jpg,36,62
1074,fibctjkhly.mp4,/kaggle/working/faces/fibctjkhly.jpg,36,65
1075,agdevdgwsm.mp4,/kaggle/working/faces/agdevdgwsm.jpg,36,63
1076,emffqrjhyk.mp4,/kaggle/working/faces/emffqrjhyk.jpg,36,64
1077,obcebdiwzg.mp4,/kaggle/working/faces/obcebdiwzg.jpg,36,62
1078,mlsrcayqar.mp4,/kaggle/working/faces/mlsrcayqar.jpg,36,63
1079,rioxyowqkb.mp4,/kaggle/working/faces/rioxyowqkb.jpg,36,63
1080,urfuhntprf.mp4,/kaggle/working/faces/urfuhntprf.jpg,36,63
1081,qchgluoajg.mp4,/kaggle/working/faces/qchgluoajg.jpg,36,68
1082,zcpdiajsfj.mp4,/kaggle/working/faces/zcpdiajsfj.jpg,36,68
1083,wqqrghknon.mp4,/kaggle/working/faces/wqqrghknon.jpg,36,68
1084,alrjjpkdwb.mp4,/kaggle/working/faces/alrjjpkdwb.jpg,36,68
1085,oefzonhfga.mp4,/kaggle/working/faces/oefzonhfga.jpg,36,68
1086,owlkhaplbc.mp4,/kaggle/working/faces/owlkhaplbc.jpg,36,68
1087,cczirkefmi.mp4,/kaggle/working/faces/cczirkefmi.jpg,36,68
1088,xogusjcata.mp4,/kaggle/working/faces/xogusjcata.jpg,36,68
1089,bjlwgiuuxv.mp4,/kaggle/working/faces/bjlwgiuuxv.jpg,36,68
1090,pigsuchqbh.mp4,/kaggle/working/faces/pigsuchqbh.jpg,36,68
1091,qjcsboclei.mp4,/kaggle/working/faces/qjcsboclei.jpg,36,68
1092,hndzrlolxt.mp4,/kaggle/working/faces/hndzrlolxt.jpg,36,68
1093,osgxvfnusa.mp4,/kaggle/working/faces/osgxvfnusa.jpg,36,68
1094,fjubmqudgd.mp4,/kaggle/working/faces/fjubmqudgd.jpg,36,68
1095,tnmuokilgt.mp4,/kaggle/working/faces/tnmuokilgt.jpg,36,68
1096,fyygtwpvcc.mp4,/kaggle/working/faces/fyygtwpvcc.jpg,36,68
1097,sxbfdmebrp.mp4,/kaggle/working/faces/sxbfdmebrp.jpg,36,68
1098,abvpqidzxi.mp4,/kaggle/working/faces/abvpqidzxi.jpg,36,68
1099,ckbdjpflsu.mp4,/kaggle/working/faces/ckbdjpflsu.jpg,36,68
1100,roqkadbbap.mp4,/kaggle/working/faces/roqkadbbap.jpg,36,68
1101,qtyvhcjqwd.mp4,/kaggle/working/faces/qtyvhcjqwd.jpg,36,69
1102,umsnfssapq.mp4,/kaggle/working/faces/umsnfssapq.jpg,36,69
1103,tohigipsdo.mp4,/kaggle/working/faces/tohigipsdo.jpg,36,69
1104,iaeoilngdv.mp4,/kaggle/working/faces/iaeoilngdv.jpg,36,69
1105,lbeodffhlj.mp4,/kaggle/working/faces/lbeodffhlj.jpg,36,69
1106,gneeoltznu.mp4,/kaggle/working/faces/gneeoltznu.jpg,36,69
1107,zydowbohyr.mp4,/kaggle/working/faces/zydowbohyr.jpg,36,69
1108,kpdgybasbo.mp4,/kaggle/working/faces/kpdgybasbo.jpg,36,69
1109,ldasdpxtjb.mp4,/kaggle/working/faces/ldasdpxtjb.jpg,36,69
1110,wzrybcopcd.mp4,/kaggle/working/faces/wzrybcopcd.jpg,36,69
1111,mkscgiqmvg.mp4,/kaggle/working/faces/mkscgiqmvg.jpg,36,69
1112,tfjuxlncqx.mp4,/kaggle/working/faces/tfjuxlncqx.jpg,36,69
1113,yeafhzeomq.mp4,/kaggle/working/faces/yeafhzeomq.jpg,36,69
1114,adwujlygpp.mp4,/kaggle/working/faces/adwujlygpp.jpg,36,69
1115,nukrjhjreq.mp4,/kaggle/working/faces/nukrjhjreq.jpg,36,69
1116,cpsmnqhsck.mp4,/kaggle/working/faces/cpsmnqhsck.jpg,36,69
1117,ouazajlgtk.mp4,/kaggle/working/faces/ouazajlgtk.jpg,36,69
1118,azyqrdeoew.mp4,/kaggle/working/faces/azyqrdeoew.jpg,36,69
1119,hirzwspuzp.mp4,/kaggle/working/faces/hirzwspuzp.jpg,36,69
1120,xnrwmpxhrk.mp4,/kaggle/working/faces/xnrwmpxhrk.jpg,36,69
1121,digadpqbnq.mp4,/kaggle/working/faces/digadpqbnq.jpg,36,69
1122,fsgghwymiv.mp4,/kaggle/working/faces/fsgghwymiv.jpg,36,69
1123,mrkrigbzgq.mp4,/kaggle/working/faces/mrkrigbzgq.jpg,36,69
1124,qgjtjtybfe.mp4,/kaggle/working/faces/qgjtjtybfe.jpg,36,69
1125,gvrsulnkqu.mp4,/kaggle/working/faces/gvrsulnkqu.jpg,36,69
1126,ebxnhqeaab.mp4,/kaggle/working/faces/ebxnhqeaab.jpg,36,69
1127,vxbnaacnvz.mp4,/kaggle/working/faces/vxbnaacnvz.jpg,36,69
1128,jacmgbjhwo.mp4,/kaggle/working/faces/jacmgbjhwo.jpg,36,69
1129,reyjdnlcej.mp4,/kaggle/working/faces/reyjdnlcej.jpg,36,69
1130,fgzrkfwnpt.mp4,/kaggle/working/faces/fgzrkfwnpt.jpg,36,69
1131,tdkufbnrgy.mp4,/kaggle/working/faces/tdkufbnrgy.jpg,36,69
1132,qlkzcdofbw.mp4,/kaggle/working/faces/qlkzcdofbw.jpg,36,69
1133,qsmhuoclie.mp4,/kaggle/working/faces/qsmhuoclie.jpg,36,69
1134,meaofsannn.mp4,/kaggle/working/faces/meaofsannn.jpg,36,69
1135,dhcpmedqqw.mp4,/kaggle/working/faces/dhcpmedqqw.jpg,36,69
1136,injepvztjq.mp4,/kaggle/working/faces/injepvztjq.jpg,36,69
1137,sjagsjethf.mp4,/kaggle/working/faces/sjagsjethf.jpg,36,69
1138,ulrvzaozvl.mp4,/kaggle/working/faces/ulrvzaozvl.jpg,36,69
1139,zqkhqoiobb.mp4,/kaggle/working/faces/zqkhqoiobb.jpg,36,69
1140,bjzdxvsuvu.mp4,/kaggle/working/faces/bjzdxvsuvu.jpg,36,69
1141,klhjxxrrlm.mp4,/kaggle/working/faces/klhjxxrrlm.jpg,36,69
1142,zhhbzsxfqo.mp4,/kaggle/working/faces/zhhbzsxfqo.jpg,36,69
1143,cyxhjuflrs.mp4,/kaggle/working/faces/cyxhjuflrs.jpg,36,69
1144,seoomartef.mp4,/kaggle/working/faces/seoomartef.jpg,36,69
1145,qcqduqlzgl.mp4,/kaggle/working/faces/qcqduqlzgl.jpg,36,69
1146,ykieefmksb.mp4,/kaggle/working/faces/ykieefmksb.jpg,36,69
1147,azhbacpvhg.mp4,/kaggle/working/faces/azhbacpvhg.jpg,36,69
1148,nfxiobzujj.mp4,/kaggle/working/faces/nfxiobzujj.jpg,36,69
1149,auaqihmsmu.mp4,/kaggle/working/faces/auaqihmsmu.jpg,36,69
1150,xpxssnqedu.mp4,/kaggle/working/faces/xpxssnqedu.jpg,36,69
1151,oyivoexwpp.mp4,/kaggle/working/faces/oyivoexwpp.jpg,36,69
1152,gnquanigrd.mp4,/kaggle/working/faces/gnquanigrd.jpg,36,69
1153,uvenksrapv.mp4,/kaggle/working/faces/uvenksrapv.jpg,36,69
1154,ajplbzrmld.mp4,/kaggle/working/faces/ajplbzrmld.jpg,36,69
1155,yaqmpriaxm.mp4,/kaggle/working/faces/yaqmpriaxm.jpg,36,69
1156,lenuozooiz.mp4,/kaggle/working/faces/lenuozooiz.jpg,36,69
1157,uebkyvdovg.mp4,/kaggle/working/faces/uebkyvdovg.jpg,36,69
1158,rnpwrkqgmz.mp4,/kaggle/working/faces/rnpwrkqgmz.jpg,36,69
1159,mqcuvxipxe.mp4,/kaggle/working/faces/mqcuvxipxe.jpg,36,69
1160,zkzqeaagaa.mp4,/kaggle/working/faces/zkzqeaagaa.jpg,36,69
1161,lxyckdarwa.mp4,/kaggle/working/faces/lxyckdarwa.jpg,36,69
1162,cfmxhruvov.mp4,/kaggle/working/faces/cfmxhruvov.jpg,36,69
1163,jzcolbuuhw.mp4,/kaggle/working/faces/jzcolbuuhw.jpg,36,69
1164,aovruftlxk.mp4,/kaggle/working/faces/aovruftlxk.jpg,36,70
1165,yyuodrxazd.mp4,/kaggle/working/faces/yyuodrxazd.jpg,36,70
1166,zjrcpdzigd.mp4,/kaggle/working/faces/zjrcpdzigd.jpg,36,70
1167,poebmykhvt.mp4,/kaggle/working/faces/poebmykhvt.jpg,36,70
1168,pyiuwbshfp.mp4,/kaggle/working/faces/pyiuwbshfp.jpg,36,70
1169,pdqiwdmydh.mp4,/kaggle/working/faces/pdqiwdmydh.jpg,36,70
1170,orgpcogfgj.mp4,/kaggle/working/faces/orgpcogfgj.jpg,36,70
1171,fpzznseyxj.mp4,/kaggle/working/faces/fpzznseyxj.jpg,36,70
1172,obkcsjsjco.mp4,/kaggle/working/faces/obkcsjsjco.jpg,36,70
1173,dioueusgrg.mp4,/kaggle/working/faces/dioueusgrg.jpg,36,70
1174,goslgrsaer.mp4,/kaggle/working/faces/goslgrsaer.jpg,36,70
1175,jfgthbfidq.mp4,/kaggle/working/faces/jfgthbfidq.jpg,36,70
1176,liyxtbkpsi.mp4,/kaggle/working/faces/liyxtbkpsi.jpg,36,70
1177,tkrksosymh.mp4,/kaggle/working/faces/tkrksosymh.jpg,36,70
1178,mqghvhewez.mp4,/kaggle/working/faces/mqghvhewez.jpg,36,70
1179,cjgmkstamu.mp4,/kaggle/working/faces/cjgmkstamu.jpg,36,70
1180,nucezildwg.mp4,/kaggle/working/faces/nucezildwg.jpg,36,70
1181,ygkefjuqop.mp4,/kaggle/working/faces/ygkefjuqop.jpg,36,70
1182,kwojbcsrxp.mp4,/kaggle/working/faces/kwojbcsrxp.jpg,36,70
1183,qqcodichfr.mp4,/kaggle/working/faces/qqcodichfr.jpg,36,70
1184,xergqhjcaj.mp4,/kaggle/working/faces/xergqhjcaj.jpg,36,70
1185,taxszvyhbm.mp4,/kaggle/working/faces/taxszvyhbm.jpg,36,70
1186,qojycogodr.mp4,/kaggle/working/faces/qojycogodr.jpg,36,70
1187,gqlajpyklv.mp4,/kaggle/working/faces/gqlajpyklv.jpg,36,70
1188,arqadmwicu.mp4,/kaggle/working/faces/arqadmwicu.jpg,36,70
1189,lqlcywxxqm.mp4,/kaggle/working/faces/lqlcywxxqm.jpg,36,70
1190,vodvztthek.mp4,/kaggle/working/faces/vodvztthek.jpg,36,70
1191,yaqduktvtx.mp4,/kaggle/working/faces/yaqduktvtx.jpg,36,70
1192,fszehmumqx.mp4,/kaggle/working/faces/fszehmumqx.jpg,36,70
1193,fdmsyypemb.mp4,/kaggle/working/faces/fdmsyypemb.jpg,36,70
1194,syvkqrbglh.mp4,/kaggle/working/faces/syvkqrbglh.jpg,36,70
1195,tcbksssubn.mp4,/kaggle/working/faces/tcbksssubn.jpg,36,70
1196,fogvuxsrmh.mp4,/kaggle/working/faces/fogvuxsrmh.jpg,36,70
1197,rsuddxiapl.mp4,/kaggle/working/faces/rsuddxiapl.jpg,36,70
1198,qhhuilcdfg.mp4,/kaggle/working/faces/qhhuilcdfg.jpg,36,70
1199,disvnwrryr.mp4,/kaggle/working/faces/disvnwrryr.jpg,36,70
1200,bemqbwgxxs.mp4,/kaggle/working/faces/bemqbwgxxs.jpg,36,70
1201,nvnrdguvoa.mp4,/kaggle/working/faces/nvnrdguvoa.jpg,36,70
1202,iomxmfsdim.mp4,/kaggle/working/faces/iomxmfsdim.jpg,36,70
1203,yxemrtvovf.mp4,/kaggle/working/faces/yxemrtvovf.jpg,36,70
1204,cidafzafml.mp4,/kaggle/working/faces/cidafzafml.jpg,36,70
1205,ghevcqpcur.mp4,/kaggle/working/faces/ghevcqpcur.jpg,36,70
1206,loivoqngeh.mp4,/kaggle/working/faces/loivoqngeh.jpg,36,70
1207,dwrleiwqtb.mp4,/kaggle/working/faces/dwrleiwqtb.jpg,36,70
1208,knmfzlhzzf.mp4,/kaggle/working/faces/knmfzlhzzf.jpg,36,70
1209,dcjmwckfgf.mp4,/kaggle/working/faces/dcjmwckfgf.jpg,36,70
1210,vhcrrcszbc.mp4,/kaggle/working/faces/vhcrrcszbc.jpg,36,70
1211,dtlrlpemur.mp4,/kaggle/working/faces/dtlrlpemur.jpg,36,70
1212,wrkmwyezbg.mp4,/kaggle/working/faces/wrkmwyezbg.jpg,36,70
1213,ushfsgkbit.mp4,/kaggle/working/faces/ushfsgkbit.jpg,36,70
1214,adkbiscuoo.mp4,/kaggle/working/faces/adkbiscuoo.jpg,36,70
